ID;Depth (m);qc (MPa);fs (kPa);u2 (kPa)
265;3.55;0.21;19.8;
265;3.56;0.21;19.8;
265;3.57;0.21;19.9;
265;3.58;0.21;20;
265;3.59;0.22;20.1;
265;3.6;0.22;20.7;
265;3.61;0.22;21.3;
265;3.62;0.23;21.5;
265;3.63;0.24;21.7;
265;3.64;0.25;22.9;
265;3.65;0.27;23.2;
265;3.66;0.27;23.7;
265;3.67;0.3;24.3;
265;3.68;0.33;24.7;
265;3.69;0.33;25.2;
265;3.7;0.32;25.1;
265;3.71;0.31;26.3;
265;3.72;0.31;26.4;
265;3.73;0.31;26.7;
265;3.74;0.31;26.9;
265;3.75;0.31;26.9;
265;3.76;0.32;27;
265;3.77;0.33;26.9;
265;3.78;0.34;26.9;
265;3.79;0.35;26.6;
265;3.8;0.37;26.6;
265;3.81;0.46;26.8;
265;3.82;0.8;27.1;
265;3.83;0.84;27.8;
265;3.84;0.9;28.4;
265;3.85;0.89;29;
265;3.86;0.93;29.1;
265;3.87;0.82;29.2;
265;3.88;0.7;28.7;
265;3.89;0.59;28.3;
265;3.9;0.42;28.2;
265;3.91;0.37;27.7;
265;3.92;0.33;27;
265;3.93;0.32;26.9;
265;3.94;0.31;26.7;
265;3.95;0.31;26.4;
265;3.96;0.3;26.2;
265;3.97;0.3;26;
265;3.98;0.28;25;
265;3.99;0.28;24;
265;4;0.28;22.8;
265;4.01;0.28;20.1;
265;4.02;0.29;18.9;
265;4.03;0.3;18.7;
265;4.04;0.31;18.8;
265;4.05;0.32;18.9;
265;4.06;0.33;18.9;
265;4.07;0.34;18.8;
265;4.08;0.37;18.8;
265;4.09;0.38;18.9;
265;4.1;0.39;18.9;
265;4.11;0.4;19.2;
265;4.12;0.41;19.3;
265;4.13;0.42;19.3;
265;4.14;0.42;19.3;
265;4.15;0.45;19.3;
265;4.16;0.45;19.3;
265;4.17;0.46;19.4;
265;4.18;0.46;19.9;
265;4.19;0.45;19.8;
265;4.2;0.45;21.6;
265;4.21;0.45;20.5;
265;4.22;0.45;20.4;
265;4.23;0.47;20.7;
265;4.24;0.49;21.1;
265;4.25;0.53;23.7;
265;4.26;0.66;25.2;
265;4.27;1.12;26.7;
265;4.28;1.87;26.8;
265;4.29;1.91;26.9;
265;4.3;2.24;29.4;
265;4.31;2.14;29.6;
265;4.32;1.86;29.8;
265;4.33;1.78;29.9;
265;4.34;1.77;30;
265;4.35;1.77;30.5;
265;4.36;1.72;30.4;
265;4.37;1.42;31.3;
265;4.38;1.17;33;
265;4.39;1.16;33.1;
265;4.4;1.01;32.9;
265;4.41;0.93;32.6;
265;4.42;0.83;31.9;
265;4.43;0.8;29.8;
265;4.44;0.75;28.9;
265;4.45;0.71;29.1;
265;4.46;0.7;28.7;
265;4.47;0.67;28.6;
265;4.48;0.64;24.3;
265;4.49;0.61;24.3;
265;4.5;0.57;22.4;
265;4.51;0.54;22;
265;4.52;0.53;21.5;
265;4.53;0.52;21.4;
265;4.54;0.51;21.1;
265;4.55;0.51;20.6;
265;4.56;0.52;20.6;
265;4.57;0.53;20.4;
265;4.58;0.56;20.1;
265;4.59;0.59;19.7;
265;4.6;0.62;19.2;
265;4.61;0.65;19.4;
265;4.62;0.68;19.7;
265;4.63;0.65;20.3;
265;4.64;0.61;21;
265;4.65;0.59;21;
265;4.66;0.56;21;
265;4.67;0.56;20.9;
265;4.68;0.56;20.9;
265;4.69;0.59;21;
265;4.7;0.62;21.1;
265;4.71;0.7;22.1;
265;4.72;0.74;22.1;
265;4.73;0.78;22;
265;4.74;0.8;21.8;
265;4.75;0.8;21.1;
265;4.76;0.78;21.1;
265;4.77;0.75;21.2;
265;4.78;0.7;21.2;
265;4.79;0.67;21.3;
265;4.8;0.64;21.2;
265;4.81;0.64;21.2;
265;4.82;0.64;21.2;
265;4.83;0.66;21.3;
265;4.84;0.67;21.3;
265;4.85;0.66;21.5;
265;4.86;0.66;21.4;
265;4.87;0.66;21.8;
265;4.88;0.66;21.8;
265;4.89;0.67;22;
265;4.9;0.68;22.1;
265;4.91;0.71;22.2;
265;4.92;0.77;22.3;
265;4.93;0.83;22.3;
265;4.94;0.88;22.2;
265;4.95;0.92;22.1;
265;4.96;0.93;21.7;
265;4.97;0.9;21.8;
265;4.98;0.89;22;
265;4.99;0.87;22.1;
265;5;0.84;21.7;
265;5.01;0.79;21.3;
265;5.02;0.76;21;
265;5.03;0.74;20.8;
265;5.04;0.74;20.7;
265;5.05;0.73;20.6;
265;5.06;0.72;20.6;
265;5.07;0.7;20.3;
265;5.08;0.68;20.1;
265;5.09;0.59;20.1;
265;5.1;0.54;19.8;
265;5.11;0.53;19.7;
265;5.12;0.53;19.7;
265;5.13;0.53;19.8;
265;5.14;0.6;19.8;
265;5.15;0.62;20.3;
265;5.16;0.65;20.4;
265;5.17;0.67;20.4;
265;5.18;0.65;20.4;
265;5.19;0.61;20.4;
265;5.2;0.56;20.4;
265;5.21;0.51;20.4;
265;5.22;0.48;20.4;
265;5.23;0.47;20.4;
265;5.24;0.48;20.3;
265;5.25;0.48;20.1;
265;5.26;0.48;20.2;
265;5.27;0.49;20.3;
265;5.28;0.49;20.6;
265;5.29;0.5;21.2;
265;5.3;0.5;21.4;
265;5.31;0.5;21.2;
265;5.32;0.51;21;
265;5.33;0.53;20.9;
265;5.34;0.54;20.9;
265;5.35;0.55;20.9;
265;5.36;0.55;20.9;
265;5.37;0.56;20.9;
265;5.38;0.56;20.8;
265;5.39;0.51;20.8;
265;5.4;0.48;20.8;
265;5.41;0.46;20.9;
265;5.42;0.46;20.9;
265;5.43;0.46;20.8;
265;5.44;0.46;20.7;
265;5.45;0.45;20.6;
265;5.46;0.45;20.5;
265;5.47;0.45;20.5;
265;5.48;0.46;20.4;
265;5.49;0.46;20.3;
265;5.5;0.47;20.3;
265;5.51;0.48;20.2;
265;5.52;0.49;20.2;
265;5.53;0.5;20.2;
265;5.54;0.5;20.2;
265;5.55;0.5;20.2;
265;5.56;0.49;20.2;
265;5.57;0.49;20.1;
265;5.58;0.48;20.1;
265;5.59;0.48;19.8;
265;5.6;0.48;19.6;
265;5.61;0.48;19.6;
265;5.62;0.48;19.6;
265;5.63;0.49;19.6;
265;5.64;0.53;19.6;
265;5.65;0.55;19.6;
265;5.66;0.6;19.6;
265;5.67;0.62;19.7;
265;5.68;0.66;20.7;
265;5.69;0.69;21.6;
265;5.7;0.7;21.5;
265;5.71;0.68;22.1;
265;5.72;0.67;22.4;
265;5.73;0.67;22.4;
265;5.74;0.65;22.5;
265;5.75;0.63;22.6;
265;5.76;0.59;22.9;
265;5.77;0.57;23;
265;5.78;0.56;23.1;
265;5.79;0.56;23.2;
265;5.8;0.56;23.4;
265;5.81;0.57;23.5;
265;5.82;0.6;23.5;
265;5.83;0.64;23.4;
265;5.84;0.66;23.3;
265;5.85;0.68;23.1;
265;5.86;0.63;22.3;
265;5.87;0.59;21.8;
265;5.88;0.55;21.1;
265;5.89;0.52;21.2;
265;5.9;0.53;21.2;
265;5.91;0.54;21.5;
265;5.92;0.55;21.8;
265;5.93;0.58;22.1;
265;5.94;0.6;22.1;
265;5.95;0.62;22.2;
265;5.96;0.62;22;
265;5.97;0.6;21.9;
265;5.98;0.61;21.2;
265;5.99;0.61;21;
265;6;0.61;21.2;
265;6.01;0.67;21.3;
265;6.02;0.71;21.4;
265;6.03;0.76;21.4;
265;6.04;0.8;21.5;
265;6.05;0.83;21.4;
265;6.06;0.83;21.4;
265;6.07;0.8;21.3;
265;6.08;0.69;21.3;
265;6.09;0.65;21.3;
265;6.1;0.62;21.3;
265;6.11;0.59;21.3;
265;6.12;0.6;21.4;
265;6.13;0.61;22.3;
265;6.14;0.64;22.5;
265;6.15;0.67;22.6;
265;6.16;0.68;22.4;
265;6.17;0.71;22.2;
265;6.18;0.73;22;
265;6.19;0.76;21.9;
265;6.2;0.76;21.5;
265;6.21;0.69;21;
265;6.22;0.67;20.3;
265;6.23;0.65;20.3;
265;6.24;0.62;20.1;
265;6.25;0.58;19.8;
265;6.26;0.58;20;
265;6.27;0.58;19.9;
265;6.28;0.58;20;
265;6.29;0.6;20;
265;6.3;0.62;20.3;
265;6.31;0.65;20.6;
265;6.32;0.67;21.3;
265;6.33;0.69;21.8;
265;6.34;0.74;22;
265;6.35;0.75;22.1;
265;6.36;0.76;22.2;
265;6.37;0.77;22.2;
265;6.38;0.77;22.5;
265;6.39;0.77;22.8;
265;6.4;0.78;22.8;
265;6.41;0.8;23.7;
265;6.42;0.83;23.7;
265;6.43;0.83;24;
265;6.44;0.83;24.3;
265;6.45;0.84;24.4;
265;6.46;0.85;24.3;
265;6.47;0.86;24.3;
265;6.48;0.83;24.2;
265;6.49;0.82;24.1;
265;6.5;0.82;23.6;
265;6.51;0.81;23.4;
265;6.52;0.81;23.6;
265;6.53;0.79;23.8;
265;6.54;0.77;23.9;
265;6.55;0.77;23.8;
265;6.56;0.77;23.7;
265;6.57;0.77;23.4;
265;6.58;0.78;28;
265;6.59;0.82;28.1;
265;6.6;0.87;25.9;
265;6.61;0.98;25;
265;6.62;1.12;24.7;
265;6.63;1.24;25.6;
265;6.64;1.33;26.4;
265;6.65;1.46;27.6;
265;6.66;1.35;27.7;
265;6.67;1.3;27.6;
265;6.68;1.25;27.6;
265;6.69;1.14;27.5;
265;6.7;1.01;27.4;
265;6.71;0.88;27.3;
265;6.72;0.81;27.6;
265;6.73;0.78;27.5;
265;6.74;0.76;27.5;
265;6.75;0.77;27.6;
265;6.76;0.77;27.6;
265;6.77;0.8;27.8;
265;6.78;0.84;27.8;
265;6.79;0.86;27.8;
265;6.8;0.87;27.7;
265;6.81;0.9;26.7;
265;6.82;0.91;25.6;
265;6.83;0.91;25.1;
265;6.84;0.9;25.1;
265;6.85;0.9;25.1;
265;6.86;0.9;25.5;
265;6.87;0.9;25.9;
265;6.88;0.9;27;
265;6.89;0.92;27.5;
265;6.9;0.95;28.2;
265;6.91;0.98;30.6;
265;6.92;1;31.1;
265;6.93;1.04;32.1;
265;6.94;1.06;32.5;
265;6.95;1.06;32.7;
265;6.96;1.06;33.2;
265;6.97;1.07;33.3;
265;6.98;1.07;33.3;
265;6.99;1.1;33.3;
265;7;1.09;33.4;
265;7.01;1.08;33.3;
265;7.02;1.08;33.3;
265;7.03;1.08;33.3;
265;7.04;1.08;33.2;
265;7.05;1.1;32.4;
265;7.06;1.13;32.8;
265;7.07;1.19;32;
265;7.08;1.22;30.9;
265;7.09;1.23;30.1;
265;7.1;1.19;30.2;
265;7.11;1.19;29.3;
265;7.12;1.19;28.9;
265;7.13;1.16;28.9;
265;7.14;1.14;28.9;
265;7.15;1.12;28.9;
265;7.16;1.1;28.8;
265;7.17;1.09;28.3;
265;7.18;1.09;27.8;
265;7.19;1.11;28;
265;7.2;1.12;27.7;
265;7.21;1.16;27.7;
265;7.22;1.24;27.8;
265;7.23;1.32;27.8;
265;7.24;1.35;27.9;
265;7.25;1.34;27.9;
265;7.26;1.33;27.8;
265;7.27;1.32;27.7;
265;7.28;1.32;27;
265;7.29;1.34;26.5;
265;7.3;1.31;26.4;
265;7.31;1.26;26.4;
265;7.32;1.25;26.4;
265;7.33;1.21;26.4;
265;7.34;1.15;26.9;
265;7.35;1.09;27.4;
265;7.36;1.05;28.5;
265;7.37;1.03;29;
265;7.38;1.02;29.7;
265;7.39;1.04;29.9;
265;7.4;1.05;30.7;
265;7.41;1.09;31;
265;7.42;1.22;31.6;
265;7.43;1.25;32.3;
265;7.44;1.34;32.2;
265;7.45;1.41;32.2;
265;7.46;1.39;32.5;
265;7.47;1.57;32.9;
265;7.48;1.6;32.7;
265;7.49;1.65;32.4;
265;7.5;1.67;31;
265;7.51;1.7;30.5;
265;7.52;1.84;32.2;
265;7.53;1.94;32.2;
265;7.54;1.91;32.2;
265;7.55;1.9;30.5;
265;7.56;1.9;28;
265;7.57;1.89;26.4;
265;7.58;1.93;25.7;
265;7.59;1.96;26.2;
265;7.6;1.9;26;
265;7.61;1.83;25.8;
265;7.62;1.93;25.4;
265;7.63;1.77;25.6;
265;7.64;1.7;25.8;
265;7.65;1.55;26.3;
265;7.66;1.48;27.4;
265;7.67;1.2;27.7;
265;7.68;1.17;28.8;
265;7.69;1.13;29.7;
265;7.7;1.12;29.6;
265;7.71;1.2;27.8;
265;7.72;1.27;27.5;
265;7.73;1.45;28;
265;7.74;1.74;27.9;
265;7.75;2.06;27.8;
265;7.76;2.59;28.2;
265;7.77;2.89;28.7;
265;7.78;3.26;29;
265;7.79;3.58;29.2;
265;7.8;3.79;29.3;
265;7.81;3.9;29.2;
265;7.82;4.12;29;
265;7.83;4.2;26.5;
265;7.84;4.34;26.2;
265;7.85;4.46;26.1;
265;7.86;4.6;27.7;
265;7.87;4.63;29.2;
265;7.88;4.44;29.5;
265;7.89;4.35;29.7;
265;7.9;4.16;31.1;
265;7.91;4.18;31.4;
265;7.92;3.97;32.7;
265;7.93;3.71;33.5;
265;7.94;3.41;35.6;
265;7.95;3.11;34.7;
265;7.96;2.95;35.7;
265;7.97;2.76;39;
265;7.98;2.4;38.8;
265;7.99;2.18;38.7;
265;8;1.92;38.2;
265;8.01;1.71;37.8;
265;8.02;1.49;36;
265;8.03;1.31;34.3;
265;8.04;1.14;34.3;
265;8.05;0.94;34.2;
265;8.06;0.92;34.1;
265;8.07;0.92;33.8;
265;8.08;0.96;33.4;
265;8.09;1.01;32.9;
265;8.1;1.15;32.2;
265;8.11;1.21;31.5;
265;8.12;1.38;30.3;
265;8.13;1.37;29.2;
265;8.14;1.49;28.1;
265;8.15;1.55;27.1;
265;8.16;1.5;26.2;
265;8.17;1.45;25.9;
265;8.18;1.45;26;
265;8.19;1.41;25.9;
265;8.2;1.38;25.8;
265;8.21;1.28;25.6;
265;8.22;1.23;25.4;
265;8.23;1.17;25.3;
265;8.24;0.95;25.2;
265;8.25;0.85;25.2;
265;8.26;0.77;24.6;
265;8.27;0.71;24.2;
265;8.28;0.69;24;
265;8.29;0.67;24.1;
265;8.3;0.67;23.9;
265;8.31;0.67;23.7;
265;8.32;0.67;23.4;
265;8.33;0.67;23.1;
265;8.34;0.69;23.1;
265;8.35;0.72;22.8;
265;8.36;0.77;23;
265;8.37;0.87;23.1;
265;8.38;1;23.3;
265;8.39;1.12;23.5;
265;8.4;1.25;25.8;
265;8.41;1.39;26.8;
265;8.42;1.48;26.9;
265;8.43;1.46;26.9;
265;8.44;1.5;27;
265;8.45;1.69;27;
265;8.46;2.06;26.9;
265;8.47;2.56;26.9;
265;8.48;3.72;24.1;
265;8.49;4.4;23.9;
265;8.5;5.03;23.3;
265;8.51;5.42;23.3;
265;8.52;5.59;23.5;
265;8.53;5.67;23.6;
265;8.54;5.81;23.6;
265;8.55;6.07;23.8;
265;8.56;5.97;24.5;
265;8.57;5.96;25.1;
265;8.58;5.95;26.9;
265;8.59;5.96;26.6;
265;8.6;5.91;26.2;
265;8.61;5.75;23.7;
265;8.62;5.54;24;
265;8.63;5.47;24.3;
265;8.64;5.36;25.6;
265;8.65;5.31;28.7;
265;8.66;5.13;25.9;
265;8.67;5.02;32.8;
265;8.68;4.78;34.4;
265;8.69;4.35;35.9;
265;8.7;4.43;35.7;
265;8.71;4.23;37.7;
265;8.72;4.16;39;
265;8.73;3.92;39.1;
265;8.74;3.76;38.9;
265;8.75;3.79;38.8;
265;8.76;3.65;38.9;
265;8.77;3.44;38.8;
265;8.78;3.17;38.7;
265;8.79;2.93;38.4;
265;8.8;2.84;37.7;
265;8.81;2.77;37;
265;8.82;2.38;36.6;
265;8.83;1.98;36.9;
265;8.84;1.78;35.8;
265;8.85;1.58;34.4;
265;8.86;1.37;32.6;
265;8.87;1.26;32.7;
265;8.88;1.19;32.1;
265;8.89;1.16;32.1;
265;8.9;1.13;32;
265;8.91;1.08;31.9;
265;8.92;1.05;31.4;
265;8.93;1.04;30.9;
265;8.94;1.02;31.3;
265;8.95;1.01;27.4;
265;8.96;0.99;25.5;
265;8.97;0.96;23.2;
265;8.98;0.95;22.6;
265;8.99;0.94;22.3;
265;9;0.94;21.5;
265;9.01;0.91;21.4;
265;9.02;0.87;21.5;
265;9.03;0.85;21.6;
265;9.04;0.85;21.6;
265;9.05;0.85;21.7;
265;9.06;0.85;21.7;
265;9.07;0.85;22.2;
265;9.08;0.86;22.1;
265;9.09;0.86;22.2;
265;9.1;0.87;22.3;
265;9.11;0.9;22.3;
265;9.12;0.91;22;
265;9.13;0.93;21.8;
265;9.14;1.02;21.8;
265;9.15;1.07;21.7;
265;9.16;1.12;21.6;
265;9.17;1.17;21.6;
265;9.18;1.16;21.2;
265;9.19;1.13;21.1;
265;9.2;1.02;21.3;
265;9.21;0.97;21.5;
265;9.22;0.91;21.8;
265;9.23;0.91;22.7;
265;9.24;0.91;23.4;
265;9.25;0.91;23.7;
265;9.26;0.95;23.5;
265;9.27;0.97;23.8;
265;9.28;1;24.2;
265;9.29;1.01;24.2;
265;9.3;1;24.1;
265;9.31;1;24;
265;9.32;1;23.4;
265;9.33;1.02;22.7;
265;9.34;0.99;22.8;
265;9.35;0.93;22.4;
265;9.36;0.88;22.3;
265;9.37;0.83;22.2;
265;9.38;0.83;22.2;
265;9.39;0.83;22.3;
265;9.4;0.83;22.3;
265;9.41;0.86;22.3;
265;9.42;0.9;22.3;
265;9.43;0.95;22.3;
265;9.44;0.98;22.3;
265;9.45;1;22.4;
265;9.46;1.02;22.3;
265;9.47;1.02;22.2;
265;9.48;1.04;22.1;
265;9.49;1.07;22.1;
265;9.5;1.09;22;
265;9.51;1.1;22;
265;9.52;1.01;21.9;
265;9.53;0.99;21.4;
265;9.54;0.99;21.5;
265;9.55;0.99;21.6;
265;9.56;0.99;21.9;
265;9.57;1.06;22.4;
265;9.58;1.09;23.2;
265;9.59;1.08;23.5;
265;9.6;1.05;27.1;
265;9.61;1.04;30.6;
265;9.62;1.03;29.4;
265;9.63;1.01;31.1;
265;9.64;1.01;33;
265;9.65;1.05;34.7;
265;9.66;1.08;40;
265;9.67;1.17;43.3;
265;9.68;1.26;43.5;
265;9.69;1.29;43.6;
265;9.7;1.28;43.7;
265;9.71;1.25;43.8;
265;9.72;1.25;45.6;
265;9.73;1.26;45.6;
265;9.74;1.28;44.8;
265;9.75;1.4;43.9;
265;9.76;1.56;41.8;
265;9.77;1.96;41.3;
265;9.78;2.07;40.8;
265;9.79;2.1;40.6;
265;9.8;2.09;40.3;
265;9.81;2.04;40.1;
265;9.82;1.95;38.1;
265;9.83;1.8;36.2;
265;9.84;1.49;31.3;
265;9.85;1.34;33;
265;9.86;1.24;33.6;
265;9.87;1.23;33.8;
265;9.88;1.23;31.4;
265;9.89;1.23;30.5;
265;9.9;1.22;30.4;
265;9.91;1.19;33.8;
265;9.92;1.18;37.3;
265;9.93;1.43;37.8;
265;9.94;1.68;38.4;
265;9.95;3.17;39.8;
265;9.96;3.54;41.6;
265;9.97;3.86;43.5;
265;9.98;4.33;48.8;
265;9.99;5.48;50.9;
265;10;6.51;48.9;
265;10.01;6.95;49.8;
265;10.02;7.54;50.8;
265;10.03;7.9;51.6;
265;10.04;7.75;52.3;
265;10.05;7.78;54.1;
265;10.06;7.82;56;
265;10.07;8.02;55.5;
265;10.08;8.33;57.9;
265;10.09;8.57;57.3;
265;10.1;8.65;56.8;
265;10.11;8.79;54.8;
265;10.12;8.85;52.7;
265;10.13;9.11;52.6;
265;10.14;9.25;52.6;
265;10.15;9.77;49.9;
265;10.16;10.28;52.1;
265;10.17;10.65;54.3;
265;10.18;10.91;52.7;
265;10.19;11.21;52;
265;10.2;11.55;51.4;
265;10.21;11.49;51.8;
265;10.22;11.93;51.3;
265;10.23;12.23;57.3;
265;10.24;12.04;63.3;
265;10.25;12.08;68.8;
265;10.26;12.12;74.3;
265;10.27;12.1;72.8;
265;10.28;12.08;75.9;
265;10.29;12.16;75.6;
265;10.3;11.95;75.4;
265;10.31;11.68;73.3;
265;10.32;11.29;73.4;
265;10.33;11.13;72.7;
265;10.34;11.28;72;
265;10.35;11.05;71.5;
265;10.36;10.88;71;
265;10.37;10.82;65.8;
265;10.38;10.39;65.2;
265;10.39;9.89;64.5;
265;10.4;9.34;60.8;
265;10.41;9.03;57.2;
265;10.42;8.93;58.5;
265;10.43;8.88;59.8;
265;10.44;8.82;62.6;
265;10.45;9.13;62.1;
265;10.46;8.52;61.6;
265;10.47;7.93;60.5;
265;10.48;7.37;60.5;
265;10.49;6.53;62.2;
265;10.5;5.82;63.9;
265;10.51;5.07;63.1;
265;10.52;4.49;62.3;
265;10.53;4.44;60;
265;10.54;4.31;59.5;
265;10.55;3.46;61.3;
265;10.56;3.23;60.9;
265;10.57;3.26;60.4;
265;10.58;3.18;57.6;
265;10.59;3.16;56.2;
265;10.6;3.17;54.7;
265;10.61;3.19;52;
265;10.62;3.23;51.8;
265;10.63;4.53;51.7;
265;10.64;5.36;49.5;
265;10.65;5.31;48.6;
265;10.66;6.02;59.5;
265;10.67;6.73;70.3;
265;10.68;7.26;85.3;
265;10.69;8.24;97.4;
265;10.7;9.25;102.7;
265;10.71;9.3;108;
265;10.72;8.77;106.4;
265;10.73;8.25;123.4;
265;10.74;8.06;130.9;
265;10.75;7.87;133.7;
265;10.76;7.87;128;
265;10.77;7.72;122.4;
265;10.78;7.36;121.8;
265;10.79;6.77;120;
265;10.8;5.25;117.5;
265;10.81;3.9;114.5;
265;10.82;3.37;111.7;
265;10.83;2.94;91.5;
265;10.84;2.56;94;
265;10.85;2.33;91;
265;10.86;2.18;85.2;
265;10.87;1.98;82.1;
265;10.88;1.74;80.9;
265;10.89;1.69;79.4;
265;10.9;1.68;70.5;
265;10.91;1.66;58;
265;10.92;1.65;58.1;
265;10.93;1.65;55.9;
265;10.94;1.65;49.9;
265;10.95;1.67;45.5;
265;10.96;1.99;46;
265;10.97;2.19;43.3;
265;10.98;2.34;44.8;
265;10.99;2.21;41.1;
265;11;2.22;39.2;
265;11.01;2.24;39.7;
265;11.02;2.93;40.2;
265;11.03;3.41;41.5;
265;11.04;3.76;42.2;
265;11.05;3.98;42.9;
265;11.06;4.18;51.3;
265;11.07;3.94;50.3;
265;11.08;3.61;49.4;
265;11.09;3.35;48.5;
265;11.1;3.37;47.5;
265;11.11;3.18;45.3;
265;11.12;3.15;44.3;
265;11.13;2.71;43.4;
265;11.14;2.31;43.4;
265;11.15;1.97;40.7;
265;11.16;1.73;41.1;
265;11.17;1.58;41.5;
265;11.18;1.39;42.8;
265;11.19;1.36;43.6;
265;11.2;1.34;44.5;
265;11.21;1.32;46.1;
265;11.22;1.27;46.2;
265;11.23;1.58;46.3;
265;11.24;1.89;48.6;
265;11.25;2.57;50.9;
265;11.26;4.99;59.4;
265;11.27;8.81;67.9;
265;11.28;11.49;73.2;
265;11.29;15.02;73.6;
265;11.3;17.65;73.9;
265;11.31;19.59;74.1;
265;11.32;20.81;72.6;
265;11.33;20.05;71.1;
265;11.34;19.29;73.7;
265;11.35;19.07;76.4;
265;11.36;19.03;87.2;
265;11.37;19;88.9;
265;11.38;19;90.5;
265;11.39;14.49;98;
265;11.4;12.52;99.7;
265;11.41;11.41;99.6;
265;11.42;10.48;99.5;
265;11.43;9.39;97.7;
265;11.44;8.91;75.4;
265;11.45;8.43;64.8;
265;11.46;8.67;54.2;
265;11.47;8.28;53.4;
265;11.48;7.66;52.6;
265;11.49;7.58;55.1;
265;11.5;7.48;55.3;
265;11.51;7.5;54.3;
265;11.52;7.51;53.3;
265;11.53;8.15;54.7;
265;11.54;9.05;56.2;
265;11.55;7.83;60.3;
265;11.56;6.62;61.8;
265;11.57;6.62;62.8;
265;11.58;6.29;62.7;
265;11.59;6.18;62.5;
265;11.6;6.17;58.4;
265;11.61;5.76;64.9;
265;11.62;5.71;71.5;
265;11.63;5.37;70.7;
265;11.64;5.04;70;
265;11.65;4.95;62.9;
265;11.66;4.75;64.1;
265;11.67;4.56;61.8;
265;11.68;4.3;61.2;
265;11.69;4;61;
265;11.7;2.69;60.9;
265;11.71;2.24;59.3;
265;11.72;1.95;57.7;
265;11.73;1.69;58.8;
265;11.74;1.43;57.1;
265;11.75;1.27;56;
265;11.76;1.14;55.8;
265;11.77;1.08;54.7;
265;11.78;1.04;49.8;
265;11.79;0.95;48.2;
265;11.8;0.92;47.8;
265;11.81;0.91;45.8;
265;11.82;0.88;45.1;
265;11.83;0.9;42.6;
265;11.84;0.92;39.6;
265;11.85;0.95;35;
265;11.86;0.99;27.2;
265;11.87;1.02;24.8;
265;11.88;1.03;23.7;
265;11.89;1.04;21.9;
265;11.9;1.05;21.6;
265;11.91;1.05;21.5;
265;11.92;1.02;22;
265;11.93;1.03;22.5;
265;11.94;1.05;23.6;
265;11.95;1.07;24;
265;11.96;1.16;24.2;
265;11.97;1.3;22.4;
265;11.98;1.66;22.7;
265;11.99;2.8;22.2;
265;12;3.4;21.8;
265;12.01;3.95;20.7;
265;12.02;4.64;20.5;
265;12.03;5.12;20.9;
265;12.04;5.46;21.3;
265;12.05;5.81;21.4;
265;12.06;5.89;21.4;
265;12.07;5.92;21.3;
265;12.08;5.9;21.2;
265;12.09;5.96;21.4;
265;12.1;5.77;21.6;
265;12.11;5.69;22;
265;12.12;5.42;34.6;
265;12.13;5.25;38.6;
265;12.14;5.06;36.6;
265;12.15;4.96;44.4;
265;12.16;4.65;44.7;
265;12.17;4.65;43.4;
265;12.18;4.65;42.1;
265;12.19;4.71;40.4;
265;12.2;4.88;39.9;
265;12.21;4.95;43.5;
265;12.22;4.79;47.1;
265;12.23;4.23;50.3;
265;12.24;4.2;52.5;
265;12.25;4.03;53.4;
265;12.26;3.94;52.8;
265;12.27;3.49;52.3;
265;12.28;2.91;50.3;
265;12.29;2.87;45.8;
265;12.3;2.94;38.6;
265;12.31;3.01;35.7;
265;12.32;3.58;34.9;
265;12.33;4.02;34.9;
265;12.34;4.66;36.7;
265;12.35;5.4;36.4;
265;12.36;5.8;36.2;
265;12.37;6.32;34;
265;12.38;6.33;31.2;
265;12.39;6.36;31;
265;12.4;6.36;34.7;
265;12.41;6.41;38.5;
265;12.42;6.39;38.9;
265;12.43;6.09;36.9;
265;12.44;5.91;36.7;
265;12.45;5.71;37.3;
265;12.46;5.47;38;
265;12.47;5.01;44.1;
265;12.48;4.39;47;
265;12.49;3.5;45.5;
265;12.5;2.99;47.2;
265;12.51;2.66;47.6;
265;12.52;2.41;47.7;
265;12.53;1.97;49.6;
265;12.54;1.78;49.4;
265;12.55;1.71;49.2;
265;12.56;1.71;48.1;
265;12.57;1.71;46.2;
265;12.58;1.89;42.1;
265;12.59;2.03;41.3;
265;12.6;2.08;41.8;
265;12.61;2.09;40.8;
265;12.62;2.08;40.8;
265;12.63;1.99;40.6;
265;12.64;1.88;40.3;
265;12.65;1.76;38.4;
265;12.66;1.82;36.4;
265;12.67;1.88;36.6;
265;12.68;2.1;36.1;
265;12.69;2.2;35.6;
265;12.7;2.31;34.1;
265;12.71;2.45;33.9;
265;12.72;2.7;34.2;
265;12.73;2.77;34.6;
265;12.74;2.83;34.9;
265;12.75;2.9;35.1;
265;12.76;2.98;34.2;
265;12.77;3.07;33.4;
265;12.78;3.16;29.8;
265;12.79;3.4;28.1;
265;12.8;3.51;28.3;
265;12.81;3.55;28.2;
265;12.82;3.55;28.2;
265;12.83;3.53;27.9;
265;12.84;3.46;27.8;
265;12.85;3.36;27.9;
265;12.86;3.17;28.1;
265;12.87;3.08;30.5;
265;12.88;3;33;
265;12.89;2.96;33;
265;12.9;2.96;33.1;
265;12.91;2.97;37.9;
265;12.92;2.98;36.5;
265;12.93;3.01;35.1;
265;12.94;3.09;34.9;
265;12.95;3.21;34.7;
265;12.96;3.23;32.9;
265;12.97;3.17;31;
265;12.98;3.04;32.2;
265;12.99;2.57;33.4;
