ID;Depth (m);qc (MPa);fs (kPa);u2 (kPa)
639;9.21;17.38;170.1;
639;9.22;17.14;175;
639;9.23;16.98;180;
639;9.24;16.93;188.5;
639;9.25;16.5;192.7;
639;9.26;16.08;206.6;
639;9.27;15.45;213.8;
639;9.28;14.8;214.7;
639;9.29;14.05;218.1;
639;9.3;13.69;216.8;
639;9.31;13.14;215.6;
639;9.32;12.44;192.5;
639;9.33;11.77;183.5;
639;9.34;11.26;177;
639;9.35;10.93;168.1;
639;9.36;10.36;170;
639;9.37;9.77;138.6;
639;9.38;9.49;140.7;
639;9.39;9.33;134.5;
639;9.4;9.07;137.8;
639;9.41;9.04;119.1;
639;9.42;9.14;100.6;
639;9.43;8.89;91.4;
639;9.44;8.56;84.9;
639;9.45;8.45;78.4;
639;9.46;8.52;79.1;
639;9.47;8.42;76.3;
639;9.48;8.5;71.9;
639;9.49;8.58;71;
639;9.5;8.59;70.2;
639;9.51;8.89;70.4;
639;9.52;9.08;70.7;
639;9.53;9.4;75.7;
639;9.54;9.57;88;
639;9.55;9.66;91.5;
639;9.56;9.36;95;
639;9.57;9.11;94.9;
639;9.58;8.82;97.8;
639;9.59;8.67;102.5;
639;9.6;8.31;104.8;
639;9.61;7.23;114.1;
639;9.62;6.95;112.5;
639;9.63;6.71;110.8;
639;9.64;6.61;106;
639;9.65;6.53;102.7;
639;9.66;6.04;103;
639;9.67;5.7;103.3;
639;9.68;5.55;107.1;
639;9.69;5.44;95.1;
639;9.7;5.38;90;
639;9.71;5.41;123.1;
639;9.72;5.35;156.1;
639;9.73;5.2;156.1;
639;9.74;5.11;156.2;
639;9.75;5.08;148.7;
639;9.76;5.43;96.6;
639;9.77;5.78;44.5;
639;9.78;6.25;43;
639;9.79;13.62;41.5;
639;9.8;16.69;28.9;
639;9.81;22.21;71;
639;9.82;20.93;113.1;
639;9.83;21.48;143.3;
639;9.84;14.32;154.7;
639;9.85;10.81;180.6;
639;9.86;11.33;171;
639;9.87;11.84;172.1;
639;9.88;14.94;173.2;
639;9.89;16.3;157.3;
639;9.9;22.89;162.1;
639;9.91;25.37;166.9;
639;9.92;26.17;171.2;
639;9.93;26.95;166.5;
639;9.94;28.8;161.8;
639;9.95;30.37;219.8;
639;9.96;29.57;277.7;
639;9.97;29.14;258;
639;9.98;29.17;238.3;
639;9.99;29.21;171;
639;10;33.27;165.1;
639;10.01;32.33;193;
639;10.02;26.95;220.9;
639;10.03;23.58;258.2;
639;10.04;23.69;276.6;
639;10.05;23.8;186.5;
639;10.06;25.28;216.7;
639;10.07;25.69;247;
639;10.08;25.59;242.4;
639;10.09;21.05;237.8;
639;10.1;21.43;247.3;
639;10.11;21.81;256.8;
639;10.12;26.13;322.3;
639;10.13;26.08;387.9;
639;10.14;17.95;376.7;
639;10.15;18;420.2;
639;10.16;18.05;478.8;
639;10.17;18.15;532.7;
639;10.18;13.37;556;
639;10.19;8.99;592.7;
639;10.2;8.74;605.8;
639;10.21;8.45;594.5;
639;10.22;8.05;583.2;
639;10.23;7.53;522.9;
639;10.24;7.4;495.4;
639;10.25;7.5;452;
639;10.26;7.59;381.2;
639;10.27;9.06;194.1;
639;10.28;8.36;127.9;
639;10.29;7.97;117.8;
639;10.3;8.18;97.5;
639;10.31;7.89;105.5;
639;10.32;7.85;108.1;
639;10.33;7.37;110.6;
639;10.34;5.97;111.6;
639;10.35;5.7;104.3;
639;10.36;5.75;97;
639;10.37;5.81;92.4;
639;10.38;5.63;91;
639;10.39;5.25;89.6;
639;10.4;4.87;88.4;
639;10.41;5.05;85.3;
639;10.42;4.17;82.2;
639;10.43;4.06;82.6;
639;10.44;4.09;79.6;
639;10.45;4.12;72.7;
639;10.46;4.12;69.6;
639;10.47;4.1;69.6;
639;10.48;4.05;62.6;
639;10.49;3.89;62;
639;10.5;3.75;61.4;
639;10.51;3.71;57.3;
639;10.52;3.73;56.7;
639;10.53;3.75;32.2;
639;10.54;4;32.8;
639;10.55;4.18;33.1;
639;10.56;4.18;32.8;
639;10.57;4.26;32.6;
639;10.58;4.34;35.7;
639;10.59;4.47;38.7;
639;10.6;4.5;41.3;
639;10.61;4.6;29.5;
639;10.62;4.67;36.7;
639;10.63;4.69;39.8;
639;10.64;4.76;40.6;
639;10.65;4.9;41.4;
639;10.66;5.11;44.3;
639;10.67;5.25;47.2;
639;10.68;5.48;47;
639;10.69;6.19;50;
639;10.7;6.53;50.3;
639;10.71;6.74;50.6;
639;10.72;6.88;54.7;
639;10.73;7.31;62.3;
639;10.74;7.37;69.9;
639;10.75;7.47;70;
639;10.76;7.76;74.7;
639;10.77;8.78;71.7;
639;10.78;9.16;72;
639;10.79;9.32;56.9;
639;10.8;9.7;63.4;
639;10.81;10.57;70;
639;10.82;11.12;66.3;
639;10.83;11.61;124.4;
639;10.84;12.98;154;
639;10.85;13.29;151.1;
639;10.86;13.9;148.1;
639;10.87;14.62;145.2;
639;10.88;14.93;143.1;
639;10.89;15.05;136.8;
639;10.9;16.18;130.5;
639;10.91;16.36;120.4;
639;10.92;16.57;119.7;
639;10.93;17.03;126.4;
639;10.94;17.01;133.1;
639;10.95;17.12;136.4;
639;10.96;17.23;137.9;
639;10.97;17.11;137.2;
639;10.98;17.1;136.6;
639;10.99;16.49;130.5;
639;11;15.94;136.5;
639;11.01;15.37;146.5;
639;11.02;15.16;156.6;
639;11.03;15.05;163.8;
639;11.04;14.87;178.9;
639;11.05;14.87;182.8;
639;11.06;14.87;168.8;
639;11.07;14.89;163.4;
639;11.08;15.68;161.3;
639;11.09;16.27;171;
639;11.1;16.6;180.7;
639;11.11;17.46;251.6;
639;11.12;18.82;254.7;
639;11.13;19.44;242.9;
639;11.14;19.86;231;
639;11.15;18.6;217.2;
639;11.16;18.14;212.8;
639;11.17;17.06;202.2;
639;11.18;17.29;192.3;
639;11.19;17.53;187.1;
639;11.2;18.63;189.9;
639;11.21;20.74;192.8;
639;11.22;21.75;214.1;
639;11.23;22.45;214.6;
639;11.24;23.9;218.1;
639;11.25;24.83;233.8;
639;11.26;24.95;249.4;
639;11.27;25.02;258;
639;11.28;24.87;325.6;
639;11.29;24.72;331;
639;11.3;24.63;328.8;
639;11.31;24.23;326.5;
639;11.32;23.97;191.7;
639;11.33;23.4;137.9;
639;11.34;21.91;133.5;
639;11.35;20.62;162.6;
639;11.36;20.16;191.7;
639;11.37;19.92;228.1;
639;11.38;19.49;279.6;
639;11.39;13.14;331.1;
639;11.4;10.49;343.3;
639;11.41;9.45;352.9;
639;11.42;10.05;362.5;
639;11.43;10.64;356.4;
639;11.44;11.31;336.9;
639;11.45;15.27;317.3;
639;11.46;18.13;316.6;
639;11.47;17.14;332.3;
639;11.48;16.42;331.5;
639;11.49;16.09;330.7;
639;11.5;15.61;322.5;
639;11.51;14.12;305.1;
639;11.52;13.73;309.1;
639;11.53;13.23;255.3;
639;11.54;12.65;239.4;
639;11.55;11.74;230.1;
639;11.56;11.4;211.8;
639;11.57;11.03;198;
639;11.58;10.8;185.8;
639;11.59;10.18;179.9;
639;11.6;9.88;182.4;
639;11.61;9.66;190.7;
639;11.62;9.48;186.1;
639;11.63;9.38;181.4;
639;11.64;9.31;168.9;
639;11.65;9.47;163.4;
639;11.66;9.64;125.1;
639;11.67;9.71;126.1;
639;11.68;9.73;112.1;
639;11.69;9.78;131.9;
639;11.7;9.82;134.1;
639;11.71;9.89;136.3;
639;11.72;9.96;164.5;
639;11.73;11.09;192.6;
639;11.74;11.47;234.4;
639;11.75;11.49;276.2;
639;11.76;10.77;299.1;
639;11.77;10.49;307.4;
639;11.78;9.35;276.4;
639;11.79;8.09;245.5;
639;11.8;6.98;259.1;
639;11.81;7.09;236.6;
639;11.82;7.2;230.2;
639;11.83;8.05;211.2;
639;11.84;8.85;204.1;
639;11.85;9.7;213.3;
639;11.86;11.69;222.5;
639;11.87;12.32;224.7;
639;11.88;12.47;225.5;
639;11.89;12.66;210;
639;11.9;13;194.5;
639;11.91;12.88;182.9;
639;11.92;12.9;178.7;
639;11.93;12.92;184.5;
639;11.94;13.08;182.8;
639;11.95;12.85;181.2;
639;11.96;12.34;181.5;
639;11.97;12.37;179;
639;11.98;12.12;178.1;
639;11.99;12.06;177.1;
639;12;11.25;169.8;
639;12.01;10.47;184.2;
639;12.02;9.89;198.5;
639;12.03;9.63;189.6;
639;12.04;9.58;180.6;
639;12.05;8.81;167.7;
639;12.06;8.53;165.5;
639;12.07;7.88;168.7;
639;12.08;7.03;170.2;
639;12.09;6.1;169.6;
639;12.1;5.71;169;
639;12.11;5.5;154.5;
639;12.12;5.16;152.9;
639;12.13;4.72;133.8;
639;12.14;4.62;124.6;
639;12.15;4.7;108.9;
639;12.16;4.78;109;
639;12.17;5.3;102.9;
639;12.18;5.76;93.7;
639;12.19;6.6;95.1;
639;12.2;8.11;96.5;
639;12.21;8.57;104.4;
639;12.22;8.79;111.1;
639;12.23;9.08;105;
639;12.24;9.83;98.8;
639;12.25;10.3;118.7;
639;12.26;10.63;128.4;
639;12.27;11.27;132.9;
639;12.28;12.37;101.9;
639;12.29;13.38;102.7;
639;12.3;14.63;103.5;
639;12.31;14.76;104.9;
639;12.32;15.22;111.7;
639;12.33;15.77;121.2;
639;12.34;15.07;130.8;
639;12.35;15.76;139.5;
639;12.36;16.45;143.5;
639;12.37;16.59;77.9;
639;12.38;15.96;61.8;
639;12.39;16.06;66.4;
639;12.4;16.17;71.1;
639;12.41;16.28;111.2;
639;12.42;16.76;130.4;
639;12.43;17.3;134.8;
639;12.44;17.71;139.2;
639;12.45;12.29;140.8;
639;12.46;9.84;161.9;
639;12.47;9.68;173.5;
639;12.48;10.02;185.1;
639;12.49;10.37;184.7;
639;12.5;15.76;186.2;
639;12.51;17.38;197.3;
639;12.52;17.13;208.4;
639;12.53;17.11;209.3;
639;12.54;16.9;209.8;
639;12.55;16.97;210.3;
639;12.56;16.79;217;
639;12.57;16.69;216.2;
639;12.58;15.89;217.1;
639;12.59;15.47;217.1;
639;12.6;15.4;210.2;
639;12.61;15.33;203.3;
639;12.62;15.34;205.6;
639;12.63;14.89;204.8;
639;12.64;14.77;234.8;
639;12.65;14.61;242.9;
639;12.66;14.36;250.9;
639;12.67;14.47;247.8;
639;12.68;14.57;244.7;
639;12.69;14.94;245.3;
639;12.7;15.52;245.8;
639;12.71;16.25;246;
639;12.72;19.63;249.4;
639;12.73;20.58;308.1;
639;12.74;21.85;361;
639;12.75;23.38;385.2;
639;12.76;21.83;343.2;
639;12.77;21.57;361.6;
639;12.78;21.11;369.1;
639;12.79;20.79;376.7;
639;12.8;21.11;383.9;
639;12.81;21.42;391.1;
639;12.82;22.63;408.3;
639;12.83;24.41;421.3;
639;12.84;27.49;434.3;
639;12.85;28.6;469.9;
639;12.86;29.84;497.9;
639;12.87;31.23;513.4;
639;12.88;31.03;524.7;
639;12.89;30.28;532.2;
639;12.9;29.68;532.7;
639;12.91;28.68;533.2;
639;12.92;26.95;535;
639;12.93;26.72;536.9;
639;12.94;27.02;537.5;
639;12.95;27.32;544.2;
639;12.96;29.66;546.5;
639;12.97;30.19;560.5;
639;12.98;30.18;541.9;
639;12.99;30.28;523.4;
639;13;28.71;488.9;
639;13.01;28.55;454.5;
639;13.02;27.93;458.5;
639;13.03;27.7;462.5;
639;13.04;27.23;463.1;
639;13.05;27.03;464.2;
639;13.06;26.83;0;
639;13.07;25.56;0;
639;13.08;25;0;
639;13.09;24.73;0;
639;13.1;24.45;0;
639;13.11;24.44;0;
639;13.12;24.43;0;
639;13.13;24.41;0;
640;0.01;-0.59;0;
640;0.02;-0.48;0;
640;0.03;-0.38;0;
640;0.04;-0.12;0;
640;0.05;-0.02;0;
640;0.06;0.07;16.7;
640;0.07;0.15;24.6;
640;0.08;0.33;32.4;
640;0.09;0.38;32.1;
640;0.1;0.4;33.7;
640;0.11;0.62;35.2;
640;0.12;0.78;36.7;
640;0.13;1.27;37;
640;0.14;1.43;38.8;
640;0.15;1.66;39.5;
640;0.16;1.82;38.5;
640;0.17;1.81;37.6;
640;0.18;1.79;37.9;
640;0.19;1.77;23.8;
640;0.2;1.73;20.4;
640;0.21;1.74;13;
640;0.22;1.7;17;
640;0.23;1.69;21;
640;0.24;1.7;23.1;
640;0.25;2.08;23.9;
640;0.26;2.46;22.6;
640;0.27;2.71;21.4;
640;0.28;2.89;16;
640;0.29;2.92;16.7;
640;0.3;2.86;17.5;
640;0.31;2.85;22.6;
640;0.32;2.88;24.8;
640;0.33;2.91;27.2;
640;0.34;3.1;29.5;
640;0.35;3.16;30.2;
640;0.36;3.06;30.9;
640;0.37;2.92;36;
640;0.38;2.76;36.9;
640;0.39;2.74;37.8;
640;0.4;2.73;38.2;
640;0.41;2.76;40;
640;0.42;2.78;39.6;
640;0.43;2.84;40.1;
640;0.44;2.65;40.7;
640;0.45;2.49;40.3;
640;0.46;2.44;37.6;
640;0.47;2.42;34.9;
640;0.48;2.4;32.2;
640;0.49;2.41;29.6;
640;0.5;2.37;29.3;
640;0.51;2.38;26.8;
640;0.52;2.4;30.5;
640;0.53;2.47;32;
640;0.54;2.47;29.7;
640;0.55;2.48;29.9;
640;0.56;2.54;30.1;
640;0.57;2.6;34.5;
640;0.58;2.64;30.6;
640;0.59;2.25;30.4;
640;0.6;2.25;33.4;
640;0.61;2.26;36.5;
640;0.62;2.24;38.5;
640;0.63;2.25;38.7;
640;0.64;2.26;38.9;
640;0.65;2.41;44.5;
640;0.66;2.46;47.2;
640;0.67;1.88;47.5;
640;0.68;1.93;44.2;
640;0.69;1.99;41;
640;0.7;2.15;33.5;
640;0.71;2.19;26.8;
640;0.72;2.14;24.6;
640;0.73;2.14;24.2;
640;0.74;2.06;24.4;
640;0.75;2.07;24.6;
640;0.76;2.07;24.7;
640;0.77;2.02;24.9;
640;0.78;1.96;25;
640;0.79;1.97;25.8;
640;0.8;1.93;26.5;
640;0.81;1.95;28.5;
640;0.82;1.97;27.1;
640;0.83;2.07;30.8;
640;0.84;2.1;30.8;
640;0.85;2.09;31.7;
640;0.86;2.08;31.2;
640;0.87;2.1;30.6;
640;0.88;2.13;26.4;
640;0.89;2.42;36.1;
640;0.9;2.29;45.8;
640;0.91;2.55;43.1;
640;0.92;2.81;49.2;
640;0.93;2.92;50.9;
640;0.94;3.07;57.2;
640;0.95;3.06;80;
640;0.96;3.48;76.9;
640;0.97;3.94;79.7;
640;0.98;4.21;79.2;
640;0.99;4.09;78.7;
640;1;3.92;78.3;
640;1.01;3.82;77.8;
640;1.02;3.47;76.3;
640;1.03;2.55;78;
640;1.04;2.52;77.4;
640;1.05;2.52;76.8;
640;1.06;2.53;72.6;
640;1.07;2.68;68.3;
640;1.08;2.82;69.1;
640;1.09;2.8;65.3;
640;1.1;2.75;65.4;
640;1.11;2.7;57.8;
640;1.12;2.7;58.4;
640;1.13;2.59;46.3;
640;1.14;2.53;46.9;
640;1.15;2.52;47.5;
640;1.16;2.56;47.6;
640;1.17;2.6;45.4;
640;1.18;2.68;44.8;
640;1.19;2.78;44.1;
640;1.2;2.88;46.5;
640;1.21;2.9;48.9;
640;1.22;2.89;48.5;
640;1.23;2.88;49.5;
640;1.24;2.92;49.8;
640;1.25;2.98;48.8;
640;1.26;3.05;48.4;
640;1.27;3.23;49.3;
640;1.28;3.26;50.2;
640;1.29;3.34;56.4;
640;1.3;3.41;55.4;
640;1.31;3.58;59.6;
640;1.32;3.61;55.1;
640;1.33;3.73;55.2;
640;1.34;3.67;54;
640;1.35;3.74;52.8;
640;1.36;3.79;42.9;
640;1.37;3.91;42.3;
640;1.38;4.27;50.4;
640;1.39;4.65;58.5;
640;1.4;5.12;76.4;
640;1.41;6.01;77.6;
640;1.42;6.51;78.9;
640;1.43;6.7;87.5;
640;1.44;7.06;96.1;
640;1.45;7.05;97.6;
640;1.46;5.95;95.8;
640;1.47;5.25;94;
640;1.48;5.22;91;
640;1.49;5.31;96.6;
640;1.5;4.98;102.2;
640;1.51;4.42;111.5;
640;1.52;4.24;128.8;
640;1.53;4.22;120.7;
640;1.54;4.42;117.1;
640;1.55;4.62;113.6;
640;1.56;4.87;100.8;
640;1.57;5.39;101.3;
640;1.58;7.25;88.2;
640;1.59;7.88;95.1;
640;1.6;7.62;102;
640;1.61;7.73;116.7;
640;1.62;7.85;220.5;
640;1.63;8.3;252;
640;1.64;8.67;241.7;
640;1.65;9.36;231.4;
640;1.66;8.14;229.3;
640;1.67;5.6;227.1;
640;1.68;4.88;225.9;
640;1.69;3.21;211.1;
640;1.7;2.99;198.7;
640;1.71;3.06;199.6;
640;1.72;3.14;196.4;
640;1.73;3.2;178.7;
640;1.74;3.32;168.6;
640;1.75;3.29;162.9;
640;1.76;3.87;148;
640;1.77;4.04;142.9;
640;1.78;4.31;137.7;
640;1.79;4.84;137.3;
640;1.8;6.17;104;
640;1.81;7.02;125.3;
640;1.82;7.94;111.9;
640;1.83;10.16;125.5;
640;1.84;10.97;125.6;
640;1.85;12.07;125.7;
640;1.86;13.23;111.9;
640;1.87;13.9;98;
640;1.88;14.25;88.1;
640;1.89;14.49;83.4;
640;1.9;15.16;64.1;
640;1.91;14.79;119.8;
640;1.92;16.09;175.5;
640;1.93;15.99;186.3;
640;1.94;16.95;207.8;
640;1.95;17.13;224.1;
640;1.96;16.43;235.4;
640;1.97;16.09;246.8;
640;1.98;15.37;313.8;
640;1.99;14.95;314.1;
640;2;14.54;276.1;
640;2.01;14.72;278.2;
640;2.02;14.48;280.3;
640;2.03;15.13;290.7;
640;2.04;15.78;292.4;
640;2.05;15.71;294.1;
640;2.06;17.55;279;
640;2.07;19.4;263.9;
640;2.08;20.67;266.4;
640;2.09;21.37;244.1;
640;2.1;19.41;252.2;
640;2.11;12.38;260.4;
640;2.12;12.46;267.9;
640;2.13;12.5;245.3;
640;2.14;12.53;237;
640;2.15;12.63;235.7;
640;2.16;12.47;234.3;
640;2.17;12.54;176.4;
640;2.18;12.25;155.3;
640;2.19;11.79;134.3;
640;2.2;11.2;138.2;
640;2.21;10.03;136.8;
640;2.22;9.48;137.2;
640;2.23;8.9;137.5;
640;2.24;8.47;165.6;
640;2.25;5.68;155.5;
640;2.26;2.89;176.3;
640;2.27;4.58;166.8;
640;2.28;6.26;157.2;
640;2.29;6.65;100.2;
640;2.3;6.91;76.4;
640;2.31;6.89;63.7;
640;2.32;6.88;64.3;
640;2.33;6.91;64.9;
640;2.34;6.93;62.3;
640;2.35;7.06;65;
640;2.36;6.86;59.2;
640;2.37;6.8;58.8;
640;2.38;6.72;58.4;
640;2.39;6.74;58.7;
640;2.4;6.69;56.6;
640;2.41;6.64;54.6;
640;2.42;6.61;56.6;
640;2.43;6.73;58.5;
640;2.44;6.44;57.2;
640;2.45;6.35;62.6;
640;2.46;6.25;67.1;
640;2.47;6.22;71.5;
640;2.48;6.25;75.9;
640;2.49;6.28;74.8;
640;2.5;6.3;69.8;
640;2.51;6.57;64.8;
640;2.52;7.19;65.3;
640;2.53;8.74;69.8;
640;2.54;7.99;74.2;
640;2.55;8.34;70.7;
640;2.56;8.11;67.1;
640;2.57;7.87;61.9;
640;2.58;8.06;62.9;
640;2.59;8.25;63.8;
640;2.6;9.66;75.8;
640;2.61;10.3;68.7;
640;2.62;10.66;66.4;
640;2.63;11.5;73.3;
640;2.64;13.02;72.3;
640;2.65;13.45;72.1;
640;2.66;13.58;73.6;
640;2.67;13.79;75.2;
640;2.68;13.59;83.9;
640;2.69;13.84;97.6;
640;2.7;14.19;111.2;
640;2.71;13.6;108.1;
640;2.72;13.49;125;
640;2.73;13.16;111.1;
640;2.74;12.96;133.6;
640;2.75;13.06;136.3;
640;2.76;12.88;149;
640;2.77;11.8;146;
640;2.78;11.44;143;
640;2.79;11.02;144.7;
640;2.8;10.75;136;
640;2.81;10.11;134.5;
640;2.82;9.99;132.9;
640;2.83;9.85;131.8;
640;2.84;9.81;131.8;
640;2.85;9.81;132.6;
640;2.86;9.86;134.1;
640;2.87;9.51;133;
640;2.88;9.32;131.9;
640;2.89;9.12;126.7;
640;2.9;8.91;121.2;
640;2.91;8.8;115.7;
640;2.92;9.05;116.4;
640;2.93;9.3;117.1;
640;2.94;9.5;114.9;
640;2.95;9.23;112.8;
640;2.96;9.2;114.5;
640;2.97;8.34;111.6;
640;2.98;7.85;110.8;
640;2.99;7.61;108.4;
640;3;7.44;103.1;
640;3.01;6.96;104.5;
640;3.02;6.97;103.5;
640;3.03;6.97;102.4;
640;3.04;7.22;104;
640;3.05;8.16;105.6;
640;3.06;8.52;107.7;
640;3.07;8.93;109.8;
640;3.08;9.45;107.6;
640;3.09;10.35;105.4;
640;3.1;10.78;105.3;
640;3.11;11.12;105.2;
640;3.12;11.5;102.3;
640;3.13;11.25;99.5;
640;3.14;11.05;99.5;
640;3.15;11.06;99.4;
640;3.16;11.07;101.3;
640;3.17;11.47;103.1;
640;3.18;11.8;134.4;
640;3.19;12.06;144.8;
640;3.2;11.97;143.1;
640;3.21;11.96;138.3;
640;3.22;12.01;133.5;
640;3.23;11.8;137;
640;3.24;11.3;125;
640;3.25;10.96;120;
640;3.26;10.9;118.8;
640;3.27;10.91;121.2;
640;3.28;10.91;123.6;
640;3.29;11.23;128.2;
640;3.3;11.22;145.2;
640;3.31;11.41;148.5;
640;3.32;11.03;150.8;
640;3.33;10.3;154.4;
640;3.34;10.1;142.4;
640;3.35;9.9;130.3;
640;3.36;9.7;99.6;
640;3.37;9.71;98.2;
640;3.38;9.71;96.9;
640;3.39;9.73;92.6;
640;3.4;9.64;78.4;
640;3.41;9.58;82;
640;3.42;9.61;85.6;
640;3.43;7.8;83.5;
640;3.44;8.64;89.8;
640;3.45;9.47;92.3;
640;3.46;9.84;94.7;
640;3.47;10.49;95.5;
640;3.48;12.1;96.2;
640;3.49;13.16;115.1;
640;3.5;13.6;131.7;
640;3.51;14.71;136.2;
640;3.52;14.94;137.7;
640;3.53;13.9;138;
640;3.54;13.76;141.2;
640;3.55;12.74;154.2;
640;3.56;11.57;170.4;
640;3.57;11.28;182.6;
640;3.58;11;194.8;
640;3.59;11.03;192.5;
640;3.6;10.86;190.2;
640;3.61;10.87;192.8;
640;3.62;10.82;205.2;
640;3.63;10.88;217.6;
640;3.64;10.93;222.1;
640;3.65;11.26;221.2;
640;3.66;11.82;220.4;
640;3.67;11.94;214.2;
640;3.68;12.32;204.5;
640;3.69;12.16;204.5;
640;3.7;11.69;204.4;
640;3.71;11.69;203.4;
640;3.72;11.69;202.3;
640;3.73;11.73;190.2;
640;3.74;11.67;187.8;
640;3.75;10.85;186;
640;3.76;10.66;186.9;
640;3.77;9.79;187.7;
640;3.78;9.16;199.8;
640;3.79;8.71;185;
640;3.8;8.72;170.2;
640;3.81;8.73;167.1;
640;3.82;9.16;164.1;
640;3.83;9.65;158;
640;3.84;9.85;153.9;
640;3.85;9.98;128;
640;3.86;9.77;124.4;
640;3.87;9.77;155.1;
640;3.88;9.9;164.1;
640;3.89;10.04;162.7;
640;3.9;10.55;161.3;
640;3.91;10.95;153;
640;3.92;11.6;137.7;
640;3.93;11.49;135.3;
640;3.94;11.95;135.5;
640;3.95;10.7;125.8;
640;3.96;10.69;122;
640;3.97;10.68;118.3;
640;3.98;10.78;117.1;
640;3.99;10.89;115.9;
640;4;11.02;119.4;
640;4.01;11.2;123;
640;4.02;11.26;119.9;
640;4.03;11.64;137.2;
640;4.04;11.59;160.1;
640;4.05;11.87;147.1;
640;4.06;12.32;134;
640;4.07;12.63;147.4;
640;4.08;12.56;152.7;
640;4.09;12.85;158.1;
640;4.1;12.67;153.3;
640;4.11;12.9;163.9;
640;4.12;13.4;163.8;
640;4.13;14.01;163.7;
640;4.14;14.42;170.7;
640;4.15;15.47;188.6;
640;4.16;16;185.7;
640;4.17;16.23;182.7;
640;4.18;16.68;178.6;
640;4.19;18.47;174.6;
640;4.2;19.65;172.8;
640;4.21;20.89;171.3;
640;4.22;24.07;177.6;
640;4.23;24.25;183.9;
640;4.24;24.77;187.5;
640;4.25;25.07;190.5;
640;4.26;25.46;191.1;
640;4.27;24.02;191.3;
640;4.28;22.91;188.5;
640;4.29;21.79;185.7;
640;4.3;20.89;185.6;
640;4.31;20.66;185.6;
640;4.32;20.42;181.9;
640;4.33;20.14;179;
640;4.34;19.34;198.8;
640;4.35;19.1;196.2;
640;4.36;18.76;193.7;
640;4.37;18.33;191.1;
640;4.38;17.72;190;
640;4.39;17.36;187.1;
640;4.4;16.9;188.5;
640;4.41;16.54;189.8;
640;4.42;15.68;207.1;
640;4.43;15.26;198.7;
640;4.44;15.01;208.4;
640;4.45;14.54;210.2;
640;4.46;13.97;225.1;
640;4.47;13.59;225.4;
640;4.48;13.18;222.3;
640;4.49;12.65;219.2;
640;4.5;12.65;196.1;
640;4.51;12.84;212.2;
640;4.52;13.03;215.4;
640;4.53;13.57;218.7;
640;4.54;13.61;219.3;
640;4.55;14.19;205.2;
640;4.56;15.01;209;
640;4.57;15.7;212.9;
640;4.58;11.51;209.2;
640;4.59;9.5;215;
640;4.6;9.29;210;
640;4.61;9.35;205;
640;4.62;9.41;200.6;
640;4.63;10.3;202.4;
640;4.64;10.26;199.4;
640;4.65;9.99;201.5;
640;4.66;9.7;203.6;
640;4.67;9.62;183.7;
640;4.68;9.62;163.8;
640;4.69;9.62;139.3;
640;4.7;9.65;106.6;
640;4.71;9.29;95.7;
640;4.72;9.25;90.7;
640;4.73;9.2;91.9;
640;4.74;9.22;93.2;
640;4.75;9.11;91.8;
640;4.76;8.84;90.5;
640;4.77;8.61;84.5;
640;4.78;8.77;86;
640;4.79;8.5;86.5;
640;4.8;8.36;87;
640;4.81;8.28;87.8;
640;4.82;8.3;93.5;
640;4.83;8.06;118.6;
640;4.84;8.05;124.9;
640;4.85;8.14;124.8;
640;4.86;8.23;124.6;
640;4.87;8.19;122.4;
640;4.88;7.98;119.1;
640;4.89;7.4;109.1;
640;4.9;7.02;106.3;
640;4.91;6.78;101.8;
640;4.92;6.55;93.5;
640;4.93;6.45;95;
640;4.94;6.43;89.8;
640;4.95;6.62;98.5;
640;4.96;6.8;101.7;
640;4.97;6.96;105;
640;4.98;7.09;111;
640;4.99;7.3;73.7;
640;5;7.67;70.3;
640;5.01;8.12;66.9;
640;5.02;8.35;68.2;
640;5.03;10.1;69.6;
640;5.04;10.93;73.6;
640;5.05;11.78;72.5;
640;5.06;12.48;81;
640;5.07;13.83;89.8;
640;5.08;14.2;97.8;
640;5.09;14.51;105.8;
640;5.1;14.33;105.8;
640;5.11;14.16;115.2;
640;5.12;14.17;118.5;
640;5.13;14.17;125.9;
640;5.14;14.33;131.2;
640;5.15;14.47;138.1;
640;5.16;14.26;146.6;
640;5.17;14.01;148.5;
640;5.18;13.69;151.3;
640;5.19;13.03;149.2;
640;5.2;12.31;147.2;
640;5.21;11.8;144.7;
640;5.22;11.29;140.2;
640;5.23;10.57;135.7;
640;5.24;10.3;134.7;
640;5.25;10;133.8;
640;5.26;9.66;115.3;
640;5.27;9.36;136.7;
640;5.28;9.4;138.9;
640;5.29;9.22;132;
640;5.3;8.95;125.1;
640;5.31;8.95;108.3;
640;5.32;8.96;105.6;
640;5.33;9;95;
640;5.34;9.29;85.5;
640;5.35;9.57;78.3;
640;5.36;9.54;85.1;
640;5.37;9.94;92;
640;5.38;8.09;92.3;
640;5.39;7.9;92.6;
640;5.4;7.7;96.1;
640;5.41;7.58;99.6;
640;5.42;7.38;106.9;
640;5.43;7.21;105.6;
640;5.44;6.82;104.3;
640;5.45;6.43;105.7;
640;5.46;6.49;107.1;
640;5.47;6.33;121.2;
640;5.48;6.34;91.2;
640;5.49;6.35;106.2;
640;5.5;6.76;88.8;
640;5.51;6.83;87.6;
640;5.52;7.8;86.3;
640;5.53;7.92;85.5;
640;5.54;8.22;91.1;
640;5.55;8.72;96.8;
