ID;Depth from;Depth to;Recovery;Test Type;Sampling Description;SPT-N;PP;TV;VST, Peak;VST, Residual
BHD1757;5.1;;;SPT;5.10m: (4, 8, 14) N=22;22;;;;
BHD1757;5.75;;;SPT;5.75m: (25/50) N>50;>50;;;;
BHD1758;1.2;;;SPT;1.20m: (11, 20, 16) N=36;36;;;;
BHD1758;2;;;SPT;2.00m: (21, 24, 26/75) N>50;>50;;;;
BHD1758;3;;;SPT;3.00m: (5, 3, 4) N=7;7;;;;
BHD1758;4;;;SPT;4.00m: (6, 9, 10) N=19;19;;;;
BHD1758;5;;;SPT;5.00m: (8, 12, 13) N=25;25;;;;
BHD1758;6;;;SPT;6.00m: (14, 16, 18) N=34;34;;;;
BHD1758;7;;;SPT;7.00m: (14, 18, 26) N=44;44;;;;
BHD1758;7.6;;;SPT;7.60m: (40/75) N>50;>50;;;;
BHD1850;1.2;;;SPT;1.20m: (5, 8, 9) N=17;17;;;;
BHD1850;2.2;;;SPT;2.20m: (6, 7, 12) N=19;19;;;;
BHD1850;3.2;;;SPT;3.20m: (19, 20, 13) N=33;33;;;;
BHD1850;4.2;;;SPT;4.20m: (14, 11, 10) N=21;21;;;;
BHD1850;6.2;;;SPT;6.20m: (6, 15, 21) N=36;36;;;;
BHD1850;8;;;SPT;8.00m: (7, 14, 18) N=32;32;;;;
BHD1851;1.2;;;SPT;1.20m: (5, 7, 7) N=14;14;;;;
BHD1851;2.2;;;SPT;2.20m: (5, 8, 16) N=24;24;;;;
BHD1851;3.2;;;SPT;3.20m: (5, 10, 15) N=25;25;;;;
BHD1851;4.2;;;SPT;4.20m: (6, 7, 12) N=19;19;;;;
BHD1851;5.2;;;SPT;5.20m: (18, 17, 17) N=34;34;;;;
BHD1851;6.2;;;SPT;6.20m: (22, 17, 17) N=34;34;;;;
BHD1851;7.2;;;SPT;7.20m: (7, 11, 15) N=26;26;;;;
BHD1851;8;;;SPT;8.00m: (8, 10, 14) N=24;24;;;;
BHD1852;1.2;;;SPT;1.20m: (5, 10, 12) N=22;22;;;;
BHD1852;2.2;;;SPT;2.20m: (6, 10, 13) N=23;23;;;;
BHD1852;3.2;;;SPT;3.20m: (10, 16, 23) N=39;39;;;;
BHD1852;4.2;;;SPT;4.20m: (9, 13, 18) N=31;31;;;;
BHD1852;5.2;;;SPT;5.20m: (9, 17, 15) N=32;32;;;;
BHD1852;6.2;;;SPT;6.20m: (4, 5, 4) N=9;9;;;;
BHD1852;7.2;;;SPT;7.20m: (7, 7, 9) N=16;16;;;;
BHD1852;8;;;SPT;8.00m: (6, 8, 6) N=14;14;;;;
BHD1853;1.2;;;SPT;1.20m: (8, 11, 12) N=23;23;;;;
BHD1853;1.9;;;SPT;1.90m: (6, 9, 11) N=20;20;;;;
BHD1853;3;;;SPT;3.00m: (5, 6, 8) N=14;14;;;;
BHD1853;4;;;SPT;4.00m: (11, 16, 19) N=35;35;;;;
BHD1853;5;;;SPT;5.00m: (8, 25, 19) N=44;44;;;;
BHD1853;6;;;SPT;6.00m: (12, 18, 18) N=36;36;;;;
BHD1853;7;;;SPT;7.00m: (8, 13, 12) N=25;25;;;;
BHD1853;8;;;SPT;8.00m: (6, 11, 13) N=24;24;;;;
BHD1854;1.2;;;SPT;1.20m: (8, 11, 12) N=23;23;;;;
BHD1854;2;;;SPT;2.00m: (12, 16, 18) N=34;34;;;;
BHD1854;3;;;SPT;3.00m: (13, 18, 18) N=36;36;;;;
BHD1854;4;;;SPT;4.00m: (12, 14, 11) N=25;25;;;;
BHD1854;5;;;SPT;5.00m: (7, 9, 12) N=21;21;;;;
BHD1854;6;;;SPT;6.00m: (7, 6, 8) N=14;14;;;;
BHD1854;7.7;;;SPT;7.70m: (5, 9, 10) N=19;19;;;;
BHD1855;1.2;;;SPT;1.20m: (6, 8, 8) N=16;16;;;;
BHD1855;2.1;;;SPT;2.10m: (5, 8, 8) N=16;16;;;;
BHD1855;3;;;SPT;3.00m: (78, 8, 9) N=17;17;;;;
BHD1855;4;;;SPT;4.00m: (7, 10, 11) N=21;21;;;;
BHD1855;5;;;SPT;5.00m: (7, 10, 11) N=21;21;;;;
BHD1855;6;;;SPT;6.00m: (6, 10, 11) N=21;21;;;;
BHD1855;7;;;SPT;7.00m: (7, 8, 9) N=17;17;;;;
BHD1855;8;;;SPT;8.00m: (5, 7, 10) N=17;17;;;;
BHD1855;9;;;SPT;9.00m: (5, 7, 8) N=15;15;;;;
BHD1855;10;;;SPT;10.00m: (15, 21, 23) N=44;44;;;;
BHD1855;10.5;;;SPT;10.50m: (25, 46/150) N>50;>50;;;;
BHD1856;1.2;;;SPT;1.20m: (13, 14, 20) N=34;34;;;;
BHD1856;2.1;;;SPT;2.10m: (8, 16, 17) N=33;33;;;;
BHD1856;3;;;SPT;3.00m: (14, 16, 20) N=36;36;;;;
BHD1856;4;;;SPT;4.00m: (11, 16, 19) N=35;35;;;;
BHD1856;5;;;SPT;5.00m: (9, 12, 13) N=25;25;;;;
BHD1856;5.7;;;SPT;5.70m: (7, 9, 10) N=19;19;;;;
BHD1856;8;;;SPT;8.00m: (6, 6, 9) N=15;15;;;;
BHD1856;10;;;SPT;10.00m: (12, 16, 20) N=36;36;;;;
BHD1856;10.8;;;SPT;10.80m: (52, 23/75) N>50;>50;;;;
BHD1857;1.2;;;SPT;1.20m: (4, 9, 16) N=25;25;;;;
BHD1857;2.8;;;SPT;2.80m: (10, 11, 13) N=24;24;;;;
BHD1857;4.3;;;SPT;4.30m: (12, 12, 12) N=24;24;;;;
BHD1857;7.3;;;SPT;7.30m: (4, 6, 7) N=13;13;;;;
BHD1857;8.6;;;SPT;8.60m: (4, 5, 8) N=13;13;;;;
BHD1857;10.2;;;SPT;10.20m: (20, 18, 23) N=41;41;;;;
BHD1858;1.2;;;SPT;1.20m: (7, 8, 7) N=15;15;;;;
BHD1858;2;;;SPT;2.00m: (13, 11, 16) N=27;27;;;;
BHD1858;3;;;SPT;3.00m: (11, 14, 20) N=34;34;;;;
BHD1858;4;;;SPT;4.00m: (11, 8, 10) N=18;18;;;;
BHD1858;5;;;SPT;5.00m: (13, 15, 16) N=31;31;;;;
BHD1858;6.5;;;SPT;6.50m: (14, 14, 13) N=27;27;;;;
BHD1859;1.2;;;SPT;1.20m: (12, 16, 19) N=35;35;;;;
BHD1859;2;;;SPT;2.00m: (10, 16, 17) N=33;33;;;;
BHD1859;3;;;SPT;3.00m: (8, 11, 15) N=26;26;;;;
BHD1859;4;;;SPT;4.00m: (10, 18, 18) N=36;36;;;;
BHD1859;5;;;SPT;5.00m: (12, 22, 28) N=50;50;;;;
BHD1859;6;;;SPT;6.00m: (14, 17, 21) N=38;38;;;;
BHD1859;7;;;SPT;7.00m: (16, 19, 20) N=39;39;;;;
BHD1860;1.2;;;SPT;1.20m: (13, 20, 24) N=44;44;;;;
BHD1860;2;;;SPT;2.00m: (15, 20, 27) N=47;47;;;;
BHD1860;3;;;SPT;3.00m: (16, 23, 13) N=36;36;;;;
BHD1860;4;;;SPT;4.00m: (15, 19, 19) N=38;38;;;;
BHD1860;5;;;SPT;5.00m: (14, 18, 31) N=49;49;;;;
BHD1860;6;;;SPT;6.00m: (14, 25, 30) N>50;>50;;;;
BHD1860;7;;;SPT;7.00m: (14, 26, 28) N>50;>50;;;;
BHD1861;1.2;;;SPT;1.20m: (15, 19, 20) N=39;39;;;;
BHD1861;2;;;SPT;2.00m: (14, 19, 22) N=41;41;;;;
BHD1861;3;;;SPT;3.00m: (14, 19, 19) N=38;38;;;;
BHD1861;4;;;SPT;4.00m: (16, 20, 22) N=42;42;;;;
BHD1861;5;;;SPT;5.00m: (19, 23, 26) N=49;49;;;;
BHD1861;6;;;SPT;6.00m: (50/75) N>50;>50;;;;
BHD1861;6.2;;;SPT;6.20m: (50/75) N>50;>50;;;;
BHD1862;1.2;;;SPT;1.20m: (25, 25, 34) N>50;>50;;;;
BHD1862;2;;;SPT;2.00m: (15, 20, 20) N=40;40;;;;
BHD1862;3;;;SPT;3.00m: (13, 16, 19) N=35;35;;;;
BHD1862;4;;;SPT;4.00m: (10, 14, 14) N=28;28;;;;
BHD1862;5;;;SPT;5.00m: (12, 16, 18) N=34;34;;;;
BHD1862;5.6;;;SPT;5.60m: (50/75) N>50;>50;;;;
BHD1863;1.2;;;SPT;1.20m: (1, 2, 3) N=5;5;;;;
BHD1863;2;;;SPT;2.00m: (8, 12, 16) N=28;28;;;;
BHD1863;3;;;SPT;3.00m: (14, 29, 33) N>50;>50;;;;
BHD1863;4;;;SPT;4.00m: (50/75) N>50;>50;;;;
BHD1864;1.2;;;SPT;1.20m: (1, 1, 1) N=2;2;;;;
BHD1864;2;;;SPT;2.00m: (1, 1, 2) N=3;3;;;;
BHD1864;3;;;SPT;3.00m: (5, 6, 8) N=14;14;;;;
BHD1865;1.2;;;SPT;1.20m: (8, 6, 8) N=14;14;;;;
BHD1865;2;;;SPT;2.00m: (6, 9, 7) N=16;16;;;;
BHD1865;3;;;SPT;3.00m: (16, 19, 22) N=41;41;;;;
BHD1865;4;;;SPT;4.00m: (25/75) N>50;>50;;;;
BHD1866;1.2;;;SPT;1.20m: (7, 7, 8) N=15;15;;;;
BHD1866;2;;;SPT;2.00m: (6, 7, 10) N=17;17;;;;
BHD1866;3;;;SPT;3.00m: (13, 16, 16) N=32;32;;;;
BHD1866;3.8;;;SPT;3.80m: (25/0) N>50;>50;;;;
BHD1867;1.2;;;SPT;1.20m: (7, 16, 17) N=33;33;;;;
BHD1867;2.2;;;SPT;2.20m: (6, 13, 18) N=31;31;;;;
BHD1867;3.2;;;SPT;3.20m: (6, 18, 18) N=36;36;;;;
BHD1867;4.2;;;SPT;4.20m: (6, 14, 20) N=34;34;;;;
BHD1867;5.2;;;SPT;5.20m: (6, 12, 22) N=34;34;;;;
BHD1867;6.1;;;SPT;6.10m: (8, 16, 23) N=39;39;;;;
BHD1868;1.2;;;SPT;1.20m: (12, 16, 16) N=32;32;;;;
BHD1868;2.3;;;SPT;2.30m: (8, 18, 21) N=39;39;;;;
BHD1868;3.2;;;SPT;3.20m: (7, 17, 22) N=39;39;;;;
BHD1868;4.2;;;SPT;4.20m: (5, 15, 19) N=34;34;;;;
BHD1868;5.2;;;SPT;5.20m: (4, 10, 18) N=28;28;;;;
BHD1868;6.2;;;SPT;6.20m: (5, 9, 16) N=25;25;;;;
BHD1868;8.3;;;SPT;8.30m: (9, 11, 13) N=24;24;;;;
BHD1869;1.2;;;SPT;1.20m: (1, 2, 2) N=4;4;;;;
BHD1869;2.7;;;SPT;2.70m: (7, 8, 8) N=16;16;;;;
BHD1869;4.2;;;SPT;4.20m: (6, 9, 10) N=19;19;;;;
BHD1869;5.7;;;SPT;5.70m: (12, 11, 10) N=21;21;;;;
BHD1869;7.2;;;SPT;7.20m: (4, 2, 7) N=9;9;;;;
BHD1870;1.2;;;SPT;1.20m: (4, 3, 7) N=10;10;;;;
BHD1870;2.7;;;SPT;2.70m: (3, 5, 12) N=17;17;;;;
BHD1870;4.2;;;SPT;4.20m: (4, 7, 8) N=15;15;;;;
BHD1870;5.7;;;SPT;5.70m: (8, 8, 10) N=18;18;;;;
BHD1870;7.2;;;SPT;7.20m: (6, 7, 6) N=13;13;;;;
BHD1870;8.7;;;SPT;8.70m: (2, 2, 2) N=4;4;;;;
BHD1871;1.2;;;SPT;1.20m: (4, 7, 8) N=15;15;;;;
BHD1871;2.7;;;SPT;2.70m: (5, 11, 14) N=25;25;;;;
BHD1871;4.2;;;SPT;4.20m: (4, 5, 5) N=10;10;;;;
BHD1871;5.7;;;SPT;5.70m: (7, 9, 9) N=18;18;;;;
BHD1871;7.2;;;SPT;7.20m: (6, 9, 11) N=20;20;;;;
BHD1871;8.7;;;SPT;8.70m: (8, 9, 12) N=21;21;;;;
BHD1871;10.2;;;SPT;10.20m: (6, 16, 15) N=31;31;;;;
BHD1871;11.7;;;SPT;11.70m: (14, 18, 18) N=36;36;;;;
BHD1871;13.2;;;SPT;13.20m: (22, 30, 20/100) N>50;>50;;;;
BHD1871;14.7;;;SPT;14.70m: (16, 24, 26/115) N>50;>50;;;;
BHD1871;16.2;;;SPT;16.20m: (20, 35, 15/25) N>50;>50;;;;
BHD1871;17.7;;;SPT;17.70m: (25, 50/65) N>50;>50;;;;
BHD1872;1.2;;;SPT;1.20m: (3, 5, 7) N=12;12;;;;
BHD1872;2.7;;;SPT;2.70m: (6, 7, 8) N=15;15;;;;
BHD1872;4.2;;;SPT;4.20m: (8, 8, 8) N=16;16;;;;
BHD1872;5.7;;;SPT;5.70m: (7, 11, 11) N=22;22;;;;
BHD1872;7.2;;;SPT;7.20m: (7, 9, 12) N=21;21;;;;
BHD1872;8.7;;;SPT;8.70m: (16, 16, 8) N=24;24;;;;
BHD1872;10.2;;;SPT;10.20m: (9, 15, 19) N=34;34;;;;
BHD1873;1.2;;;SPT;1.20m: (5, 9, 12) N=21;21;;;;
BHD1873;2.7;;;SPT;2.70m: (11, 7, 5) N=12;12;;;;
BHD1873;4.2;;;SPT;4.20m: (10, 12, 17) N=29;29;;;;
BHD1873;5.7;;;SPT;5.70m: (5, 14, 24) N=38;38;;;;
BHD1874;1.2;;;SPT;1.20m: (3, 6, 9) N=15;15;;;;
BHD1874;2.2;;;SPT;2.20m: (3, 6, 8) N=14;14;;;;
BHD1874;3.2;;;SPT;3.20m: (5, 7, 6) N=13;13;;;;
BHD1874;4.2;;;SPT;4.20m: (5, 15, 16) N=31;31;;;;
BHD1874;5.2;;;SPT;5.20m: (7, 12, 18) N=30;30;;;;
BHD1874;6.2;;;SPT;6.20m: (12, 16, 10) N=26;26;;;;
BHD1875;1.2;;;SPT;1.20m: (5, 7, 8) N=15;15;;;;
BHD1875;2.2;;;SPT;2.20m: (5, 7, 9) N=16;16;;;;
BHD1875;3.2;;;SPT;3.20m: (5, 7, 10) N=17;17;;;;
BHD1875;4.2;;;SPT;4.20m: (3, 3, 4) N=7;7;;;;
BHD1875;5.2;;;SPT;5.20m: (3, 2, 4) N=6;6;;;;
BHD1875;6.2;;;SPT;6.20m: (4, 5, 4) N=9;9;;;;
BHD1876;1.2;;;SPT;1.20m: (4, 6, 6) N=12;12;;;;
BHD1876;2;;;SPT;2.00m: (6, 7, 8) N=15;15;;;;
BHD1876;3;;;SPT;3.00m: (5, 7, 7) N=14;14;;;;
BHD1876;4;;;SPT;4.00m: (5, 6, 7) N=13;13;;;;
BHD1876;5;;;SPT;5.00m: (6, 7, 8) N=15;15;;;;
BHD1877;1.2;;;SPT;1.20m: (4, 6, 6) N=12;12;;;;
BHD1877;2;;;SPT;2.00m: (8, 9, 9) N=18;18;;;;
BHD1877;3;;;SPT;3.00m: (8, 9, 11) N=20;20;;;;
BHD1877;4;;;SPT;4.00m: (9, 10, 14) N=24;24;;;;
BHD1877;5;;;SPT;5.00m: (11, 13, 14) N=27;27;;;;
BHD1878;1.2;;;SPT;1.20m: (9, 9, 7) N=16;16;;;;
BHD1878;2;;;SPT;2.00m: (12, 13, 13) N=26;26;;;;
BHD1878;3;;;SPT;3.00m: (9, 11, 8) N=19;19;;;;
BHD1878;4;;;SPT;4.00m: (13, 13, 17) N=30;30;;;;
BHD1878;5;;;SPT;5.00m: (12, 17, 16) N=33;33;;;;
BHD1879;1.2;;;SPT;1.20m: (10, 22, 25) N=47;47;;;;
BHD1879;2.7;;;SPT;2.70m: (17, 13, 13) N=26;26;;;;
BHD1879;4.2;;;SPT;4.20m: (11, 10, 13) N=23;23;;;;
BHD1879;5.7;;;SPT;5.70m: (17, 31, 10/75) N>50;>50;;;;
BHD1879;7.2;;;SPT;7.20m: (19, 28, 22/75) N>50;>50;;;;
BHD1879;8.7;;;SPT;8.70m: (8, 8, 7) N=15;15;;;;
BHD1880;1.2;;;SPT;1.20m: (4, 5, 6) N=11;11;;;;
BHD1880;2.7;;;SPT;2.70m: (3, 7, 10) N=17;17;;;;
BHD1880;4.2;;;SPT;4.20m: (10, 10, 12) N=22;22;;;;
BHD1880;5.7;;;SPT;5.70m: (8, 12, 13) N=25;25;;;;
BHD1880;7.2;;;SPT;7.20m: (7, 13, 14) N=27;27;;;;
BHD1880;8.7;;;SPT;8.70m: (12, 19, 15) N=34;34;;;;
BHD1880;10.2;;;SPT;10.20m: (6, 14, 16) N=30;30;;;;
BHD1880;11.7;;;SPT;11.70m: (11, 14, 14) N=28;28;;;;
BHD1880;13.2;;;SPT;13.20m: (13, 40, 10/5) N>50;>50;;;;
BHD1880;14.7;;;SPT;14.70m: (14, 30, 20/80) N>50;>50;;;;
BHD1880;16.2;;;SPT;16.20m: (24, 44, 6/5) N>50;>50;;;;
BHD1950;1.2;;;SPT;1.20m: (2, 4, 4) N=8;8;;;;
BHD1950;2.7;;;SPT;2.70m: (3, 5, 4) N=9;9;;;;
BHD1950;4.2;;;SPT;4.20m: (5, 13, 18) N=31;31;;;;
BHD1950;5.7;;;SPT;5.70m: (21, 22, 16) N=38;38;;;;
BHD1950;7.2;;;SPT;7.20m: (10, 8, 9) N=17;17;;;;
BHD1950;8;;;SPT;8.00m: (6, 7, 9) N=16;16;;;;
BHD1951;1.2;;;SPT;1.20m: (5, 6, 7) N=13;13;;;;
BHD1951;2.7;;;SPT;2.70m: (5, 7, 7) N=14;14;;;;
BHD1951;4.2;;;SPT;4.20m: (5, 8, 7) N=15;15;;;;
BHD1951;5.7;;;SPT;5.70m: (4, 3, 6) N=9;9;;;;
BHD1951;10.2;;;SPT;10.20m: (3, 6, 7) N=13;13;;;;
BHD1952;1.2;;;SPT;1.20m: (6, 8, 10) N=18;18;;;;
BHD1952;2.7;;;SPT;2.70m: (8, 10, 13) N=23;23;;;;
BHD1952;4.2;;;SPT;4.20m: (12, 12, 8) N=20;20;;;;
BHD1952;5.7;;;SPT;5.70m: (2, 1, 2) N=3;3;;;;
BHD1953;1.2;;;SPT;1.20m: (4, 5, 5) N=10;10;;;;
BHD1953;2.2;;;SPT;2.20m: (4, 6, 8) N=14;14;;;;
BHD1953;3.2;;;SPT;3.20m: (2, 4, 6) N=10;10;;;;
BHD1953;4;;;SPT;4.00m: (5, 8, 10) N=18;18;;;;
BHD1953;5;;;SPT;5.00m: (12, 14, 25) N=39;39;;;;
BHD1953;6.5;;;SPT;6.50m: (14, 18, 14) N=32;32;;;;
BHD1953;7.55;;;SPT;7.55m: (15, 15, 15) N=30;30;;;;
BHD1954;1.2;;;SPT;1.20m: (4, 6, 7) N=13;13;;;;
BHD1954;2;;;SPT;2.00m: (5, 6, 7) N=13;13;;;;
BHD1954;3;;;SPT;3.00m: (5, 7, 10) N=17;17;;;;
BHD1954;4;;;SPT;4.00m: (6, 10, 11) N=21;21;;;;
BHD1954;5;;;SPT;5.00m: (14, 25, 29) N>50;>50;;;;
BHD1954;6;;;SPT;6.00m: (17, 28, 31) N>50;>50;;;;
BHD1954;7;;;SPT;7.00m: (19, 24, 30) N>50;>50;;;;
BHD1955;1.2;;;SPT;1.20m: (4, 6, 8) N=14;14;;;;
BHD1955;2;;;SPT;2.00m: (10, 15, 16) N=31;31;;;;
BHD1955;3;;;SPT;3.00m: (12, 24, 30) N>50;>50;;;;
BHD1955;4;;;SPT;4.00m: (19, 14, 9) N=23;23;;;;
BHD1955;5;;;SPT;5.00m: (6, 6, 6) N=12;12;;;;
BHD1955;6;;;SPT;6.00m: (4, 5, 6) N=11;11;;;;
BHD1955;7;;;SPT;7.00m: (3, 4, 6) N=10;10;;;;
BHD1956;1.2;;;SPT;1.20m: (11, 22, 18) N=40;40;;;;
BHD1956;2.7;;;SPT;2.70m: (10, 13, 8) N=21;21;;;;
BHD1956;4.2;;;SPT;4.20m: (3, 4, 3) N=7;7;;;;
BHD1956;5.7;;;SPT;5.70m: (6, 7, 19) N=26;26;;;;
BHD1956;7.2;;;SPT;7.20m: (25, 39, 11/60) N>50;>50;;;;
BHD1956;8.7;;;SPT;8.70m: (25, 50/35) N>50;>50;;;;
BHD1957;1.2;;;SPT;1.20m: (25, 50/65) N>50;>50;;;;
BHD1957;2.7;;;SPT;2.70m: (14, 8, 10) N=18;18;;;;
BHD1957;4.2;;;SPT;4.20m: (25, 50/70) N>50;>50;;;;
BHD1957;5.7;;;SPT;5.70m: (25/75) N>50;>50;;;;
BHD1957;7.2;;;SPT;7.20m: (25, 50/100) N>50;>50;;;;
BHD1957;8.7;;;SPT;8.70m: (25, 42, 8/25) N>50;>50;;;;
BHD1957;10.2;;;SPT;10.20m: (25, 50/145) N>50;>50;;;;
BHD1957;11.7;;;SPT;11.70m: (25, 50/110) N>50;>50;;;;
BHD1957;13.2;;;SPT;13.20m: (25, 50/125) N>50;>50;;;;
BHD1957;14.7;;;SPT;14.70m: (21, 40, 10/20) N>50;>50;;;;
BHD1958;1.2;;;SPT;1.20m: (13, 27, 33) N>50;>50;;;;
BHD1958;2;;;SPT;2.00m: (16, 22, 38) N>50;>50;;;;
BHD1958;3;;;SPT;3.00m: (21, 35, 15/75) N>50;>50;;;;
BHD1958;4;;;SPT;4.00m: (13, 32, 30) N>50;>50;;;;
BHD1958;5;;;SPT;5.00m: (11, 15, 19) N=34;34;;;;
BHD1959;1.2;;;SPT;1.20m: (5, 5, 7) N=12;12;;;;
BHD1959;2.7;;;SPT;2.70m: (22, 26, 27) N>50;>50;;;;
BHD1959;4.2;;;SPT;4.20m: (3, 3, 7) N=10;10;;;;
BHD1959;5.7;;;SPT;5.70m: (5, 10, 10) N=20;20;;;;
BHD1960;1.2;;;SPT;1.20m: (5, 7, 8) N=15;15;;;;
BHD1960;2.7;;;SPT;2.70m: (24, 27, 19) N=46;46;;;;
BHD1960;4.2;;;SPT;4.20m: (11, 20, 11) N=31;31;;;;
BHD1960;5.7;;;SPT;5.70m: (5, 7, 12) N=19;19;;;;
BHD1960;7.2;;;SPT;7.20m: (16, 42, 8/30) N>50;>50;;;;
BHD1961;1.2;;;SPT;1.20m: (3, 5, 8) N=13;13;;;;
BHD1961;2.25;;;SPT;2.25m: (4, 11, 11) N=22;22;;;;
BHD1961;3.3;;;SPT;3.30m: (5, 8, 10) N=18;18;;;;
BHD1961;4.3;;;SPT;4.30m: (5, 8, 8) N=16;16;;;;
BHD1961;5.35;;;SPT;5.35m: (6, 8, 6) N=14;14;;;;
BHD1962;1.2;;;SPT;1.20m: (13, 23, 27/105) N>50;>50;;;;
BHD1962;2.7;;;SPT;2.70m: (23, 20, 21) N=41;41;;;;
BHD1962;4.2;;;SPT;4.20m: (18, 16, 14) N=30;30;;;;
BHD1962;5.7;;;SPT;5.70m: (12, 13, 19) N=32;32;;;;
BHD1962;7.2;;;SPT;7.20m: (25, 50/75) N>50;>50;;;;
BHD1963;1.2;;;SPT;1.20m: (9, 7, 10) N=17;17;;;;
BHD1963;2.2;;;SPT;2.20m: (25, 50/75) N>50;>50;;;;
BHD1963;3.2;;;SPT;3.20m: (12, 17, 18) N=35;35;;;;
BHD1963;3.7;;;SPT;3.70m: (40/75) N>50;>50;;;;
BHD1963;4.2;;;SPT;4.20m: (15, 18, 20) N=38;38;;;;
BHD1963;5;;;SPT;5.00m: (10, 20, 18) N=38;38;;;;
BHD1963;6;;;SPT;6.00m: (15, 19, 21) N=40;40;;;;
BHD1963;6.7;;;SPT;6.70m: (40/75) N>50;>50;;;;
BHD1964;1.2;;;SPT;1.20m: (16, 24, 18) N=42;42;;;;
BHD1964;2;;;SPT;2.00m: (6, 10, 11) N=21;21;;;;
BHD1964;3;;;SPT;3.00m: (10, 16, 20) N=36;36;;;;
BHD1964;4;;;SPT;4.00m: (15, 40/75) N>50;>50;;;;
BHD1964;5.5;;;SPT;5.50m: (40/75) N>50;>50;;;;
BHD1965;1.2;;;SPT;1.20m: (16, 35, 19) N>50;>50;;;;
BHD1965;2.2;;;SPT;2.20m: (13, 61/75) N>50;>50;;;;
BHD1965;3.2;;;SPT;3.20m: (23/150) N>50;>50;;;;
BHD1965;5;;;SPT;5.00m: (12, 18, 19) N=37;37;;;;
BHD1965;6.2;;;SPT;6.20m: (6, 18, 46) N>50;>50;;;;
BHD1966;1.2;;;SPT;1.20m: (15/75) N>50;>50;;;;
BHD1966A;1.2;;;SPT;1.20m: (12, 15/150) N>50;>50;;;;
BHD1966A;2;;;SPT;2.00m: (40/0) N>50;>50;;;;
BHD1966B;2;;;SPT;2.00m: (10, 16, 17) N=33;33;;;;
BHD1966B;3;;;SPT;3.00m: (12, 16, 20) N=36;36;;;;
BHD1966B;4;;;SPT;4.00m: (10, 11, 17) N=28;28;;;;
BHD1966B;5;;;SPT;5.00m: (14, 14, 17) N=31;31;;;;
BHD1967;1.2;;;SPT;1.20m: (4, 6, 7) N=13;13;;;;
BHD1967;2;;;SPT;2.00m: (8, 13, 20) N=33;33;;;;
BHD1967;3;;;SPT;3.00m: (15, 20, 21) N=41;41;;;;
BHD1967;4;;;SPT;4.00m: (19, 19, 20) N=39;39;;;;
BHD1967;5.3;;;SPT;5.30m: (8, 13, 19) N=32;32;;;;
BHD1967;7.3;;;SPT;7.30m: (12, 10, 12) N=22;22;;;;
BHD1967;8;;;SPT;8.00m: (8, 12, 11) N=23;23;;;;
BHD1967;9;;;SPT;9.00m: (10, 17, 40/75) N>50;>50;;;;
BHD1969;1.2;;;SPT;1.20m: (25, 50/40) N>50;>50;;;;
BHD1969;2.7;;;SPT;2.70m: (18, 50/115) N>50;>50;;;;
BHD1969;4.2;;;SPT;4.20m: (20, 26, 25) N>50;>50;;;;
BHD1971;1.2;;;SPT;1.20m: (6, 9, 22) N=31;31;;;;
BHD1971;2;;;SPT;2.00m: (19, 26, 26) N>50;>50;;;;
BHD1971;3;;;SPT;3.00m: (28, 19, 38) N>50;>50;;;;
BHD1971;4;;;SPT;4.00m: (40/10) N>50;>50;;;;
BHD1971;5;;;SPT;5.00m: (15, 19, 20) N=39;39;;;;
BHD1971;6;;;SPT;6.00m: (16, 18, 19) N=37;37;;;;
BHD1971;7;;;SPT;7.00m: (17, 49/150) N>50;>50;;;;
BHD1972;1.2;;;SPT;1.20m: (8, 11, 31) N=42;42;;;;
BHD1972;2;;;SPT;2.00m: (13, 31, 35) N>50;>50;;;;
BHD1972;3;;;SPT;3.00m: (17, 40/75) N>50;>50;;;;
BHD1972;3.6;;;SPT;3.60m: (10, 17, 18) N=35;35;;;;
BHD1972;4.6;;;SPT;4.60m: (18, 23, 27) N=50;50;;;;
BHD1972;5.6;;;SPT;5.60m: (33, 40/75) N>50;>50;;;;
BHD1973;1.2;;;SPT;1.20m: (10, 20, 35/75) N>50;>50;;;;
BHD1973;2;;;SPT;2.00m: (17, 28, 36) N>50;>50;;;;
BHD1973;3;;;SPT;3.00m: (12, 18, 20) N=38;38;;;;
BHD1973;4;;;SPT;4.00m: (22, 19, 19) N=38;38;;;;
BHD1973;5;;;SPT;5.00m: (14, 18, 20) N=38;38;;;;
BHD1973;6;;;SPT;6.00m: (16, 16, 19) N=35;35;;;;
BHD1974;1.2;;;SPT;1.20m: (18, 23, 19) N=42;42;;;;
BHD1974;2;;;SPT;2.00m: (29, 26, 25/75) N>50;>50;;;;
BHD1974;3;;;SPT;3.00m: (18, 40/10) N>50;>50;;;;
BHD1974;3.25;;;SPT;3.25m: (40/0) N>50;>50;;;;
BHD1974A;3;;;SPT;3.00m: (23, 65/150) N>50;>50;;;;
BHD1974B;4;;;SPT;4.00m: (16, 17, 22) N=39;39;;;;
BHD1974B;5;;;SPT;5.00m: (14, 40/75) N>50;>50;;;;
BHD1975;1.2;;;SPT;1.20m: (15, 34, 16/75) N>50;>50;;;;
BHD1975;2.7;;;SPT;2.70m: (25, 32, 18/75) N>50;>50;;;;
BHD1975;4.2;;;SPT;4.20m: (17, 17, 20) N=37;37;;;;
BHD1975;5.7;;;SPT;5.70m: (12, 50/120) N>50;>50;;;;
